OverallQual,GarageCars,FullBath,TotRmsAbvGrd,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,ExterQual,BsmtQual,BsmtCond,KitchenQual,GarageType,GarageFinish,PoolQC,GrLivArea,GarageArea,TotalBsmtSF,1stFlrSF,YearBuilt,BsmtFinSF1,WoodDeckSF,2ndFlrSF,OpenPorchSF,LotArea,BsmtUnfSF,SalePrice
6,2,2,7,6,6,3,3,4,4,4,3,4,2,1,0,1476,540,738,738,2005,193,100,738,35,8633,545,173500
6,1,2,6,5,8,1,3,4,3,3,3,3,6,3,0,1369,300,672,697,1925,551,147,672,0,6629,121,103600
6,2,1,6,6,25,3,3,1,4,4,3,3,2,2,0,1208,546,1208,1208,1977,767,198,0,42,11250,441,165000
6,2,2,7,6,7,3,3,1,3,3,3,4,2,1,0,1839,416,1477,1839,1957,1186,0,0,87,14442,291,257500
6,1,1,5,6,0,3,3,1,3,3,3,3,2,2,0,1136,384,1136,1136,1965,892,426,0,0,9200,244,140000
6,2,2,7,6,15,3,3,4,3,3,3,3,2,3,0,1441,440,855,855,1978,311,28,586,0,2289,544,148500
4,3,2,8,8,18,3,3,4,3,3,2,3,1,3,0,1774,779,1095,1095,1900,0,0,679,0,9600,1095,87000
5,1,1,5,6,18,3,3,1,4,3,3,4,6,3,0,792,240,768,792,1924,0,316,0,0,9022,768,109500
8,3,2,7,6,23,3,3,1,4,5,3,4,2,1,0,2046,834,2046,2046,2008,0,322,0,82,11844,2046,372500
5,2,1,5,6,20,3,3,1,3,3,3,3,6,3,0,988,572,988,988,1961,827,0,0,0,9945,161,128500
6,1,2,5,6,21,3,3,1,3,4,3,3,2,2,0,923,264,923,923,1980,543,80,0,0,8012,261,143000
5,1,1,6,5,19,3,3,2,3,3,3,3,6,3,0,1520,281,793,848,1932,182,0,672,0,4500,611,159434
6,2,1,6,6,5,3,3,1,3,4,3,4,2,3,0,1291,431,1291,1291,1996,1003,307,0,0,2887,288,173000
9,3,2,7,6,6,3,3,1,4,4,3,4,2,1,0,1668,702,1626,1668,2002,1059,257,0,45,11248,567,285000
7,2,2,7,6,14,3,3,4,4,4,3,3,2,1,0,1839,486,1195,1195,1998,0,0,644,81,16770,1195,221000
7,2,2,6,6,23,3,3,4,4,4,3,4,2,1,0,2090,577,1190,1190,1984,828,219,900,0,5062,180,207500
7,2,3,7,3,22,3,3,4,4,4,3,4,2,1,0,1761,578,874,874,2007,0,144,887,105,10207,874,227875
7,2,2,4,3,22,3,3,4,4,4,3,4,6,3,0,1102,480,551,551,2004,239,0,551,60,5105,312,148800
8,2,2,7,6,23,3,3,1,4,4,3,4,2,2,0,1419,567,1419,1419,2007,945,140,0,0,8089,474,392000
6,2,2,6,6,16,3,3,1,4,4,3,4,2,2,0,1362,460,1362,1362,2005,20,192,0,28,7577,1342,194700
6,2,1,3,8,6,3,3,1,4,4,3,4,2,2,0,848,420,848,848,2004,697,149,0,0,4426,151,141000
10,3,3,10,6,14,3,3,4,5,5,3,5,2,1,0,4316,832,2444,2444,1994,1455,382,1872,50,21535,989,755000
7,2,2,9,6,24,3,3,4,4,4,3,4,2,2,0,2519,628,1210,1238,1989,965,320,1281,27,26178,245,335000
5,1,1,4,6,18,3,3,1,3,3,3,3,6,3,0,1073,326,1073,1073,1921,0,0,0,0,5400,1073,108480
5,2,1,5,8,4,3,3,2,3,3,3,3,6,3,0,1539,576,927,1067,1936,0,112,472,0,6120,927,141500
6,2,2,5,6,24,3,3,1,3,4,4,4,2,3,0,1137,551,1112,1137,1987,980,125,0,0,13811,92,176000
5,1,1,4,8,4,3,3,1,3,3,3,3,6,3,0,616,205,616,616,1921,616,0,0,0,6000,0,89000
5,1,1,6,6,8,3,3,1,3,5,4,3,6,3,0,1148,308,980,1148,1952,210,0,0,0,6420,219,123500
5,1,1,5,6,20,9,3,1,3,3,3,3,6,3,0,894,336,894,894,1965,553,416,0,144,8450,224,138500
7,2,2,5,3,22,3,3,1,4,4,3,4,2,2,0,1391,530,1391,1391,2004,16,156,0,158,4282,1375,196000
8,3,2,7,6,24,3,3,1,4,5,3,4,2,1,0,1800,765,1800,1800,2002,1274,270,0,78,14331,526,312500
7,2,1,6,6,17,3,3,1,3,3,3,3,2,3,0,1164,528,1164,1164,1969,0,0,0,0,9600,1164,140000
8,3,2,10,6,23,3,3,4,5,5,4,5,4,1,0,2576,666,1234,1264,2006,0,324,1312,100,12438,1234,361919
5,2,2,8,8,18,2,3,4,3,4,3,4,6,3,0,1812,672,360,1032,1900,0,344,780,0,7630,360,140000
7,2,2,7,6,6,3,3,1,4,4,3,4,2,2,0,1484,606,1473,1484,2004,712,0,0,35,8400,761,213000
4,0,2,7,8,10,3,3,4,2,0,0,2,0,0,0,1092,0,0,372,1930,0,0,720,0,5600,0,55000
7,2,2,5,6,5,3,3,1,3,4,3,4,2,3,0,1824,739,1643,1824,1971,1219,380,0,48,115149,424,302000
8,2,2,6,6,16,3,3,1,4,4,3,4,2,1,0,1324,550,1324,1324,2006,863,192,0,38,6240,461,254000
7,2,2,8,6,9,3,3,4,4,4,3,4,2,1,0,1456,400,728,728,2007,0,100,728,24,9018,728,179540
5,1,1,6,6,20,3,3,1,3,3,3,3,2,3,0,904,408,876,904,1966,0,0,0,0,7162,876,109900
3,0,1,5,6,4,3,3,1,4,3,3,3,0,0,0,729,0,270,729,1935,0,0,0,0,4130,270,52000
4,1,1,7,0,10,3,3,2,3,3,3,3,6,2,0,1178,384,859,859,1900,0,68,319,0,8712,859,102776
8,2,2,5,6,23,3,3,1,4,4,3,4,2,1,0,1228,472,1228,1228,1988,767,168,0,120,4671,461,189000
4,2,1,6,6,4,5,3,1,3,3,3,3,6,3,0,960,576,960,960,1970,789,0,0,288,9873,171,129000
6,2,2,6,6,20,9,3,4,4,3,3,4,2,2,0,1479,475,725,725,1976,533,0,754,44,13517,192,130500
6,2,2,7,6,17,3,3,1,3,4,3,3,2,2,0,1350,478,1064,1350,1974,0,0,0,0,10140,1064,165000
7,2,1,8,8,18,3,3,4,3,3,3,3,6,3,0,2554,704,718,1576,1890,0,0,978,48,10800,718,159500
5,2,1,5,6,17,3,3,1,3,4,3,4,2,3,0,1178,439,1176,1178,1973,1084,224,0,0,10000,92,157000
7,3,2,9,6,14,3,3,4,4,4,3,4,2,2,0,2418,983,1311,1325,1993,1173,250,1093,154,10542,138,341000
5,1,1,5,6,6,3,3,1,3,4,3,3,2,3,0,971,300,971,971,1969,523,0,0,0,9920,448,128500
8,2,2,5,6,23,3,3,1,4,4,3,4,2,2,0,1742,564,1742,1742,1985,1148,114,0,28,6563,594,275000
6,2,1,3,8,6,3,3,1,4,4,3,4,2,2,0,848,420,848,848,2004,662,160,0,0,4426,186,143000
4,2,1,5,6,0,3,3,1,3,3,3,3,6,3,0,864,463,864,864,1970,191,0,0,0,8120,673,124500
4,1,2,7,6,8,3,3,2,3,3,3,3,6,3,0,1470,548,941,997,1954,0,0,473,0,8172,941,135000
9,3,2,8,6,8,3,3,1,5,5,3,5,2,1,0,1698,768,1698,1698,2007,1234,327,0,64,13286,464,320000
4,2,1,5,6,0,3,3,1,3,3,3,4,6,3,0,864,660,864,864,1970,375,96,0,0,6960,250,120500
6,2,2,5,6,7,3,3,1,4,4,3,4,2,1,0,1680,540,880,1680,1988,808,292,0,44,21695,72,222000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1232,632,1232,1232,2007,724,132,0,0,7314,508,194500
5,3,2,9,6,0,3,3,1,3,3,3,3,6,3,0,1776,888,1584,1776,1958,0,0,0,25,11475,1584,110000
4,2,1,5,8,10,3,3,2,3,3,3,3,6,3,0,1208,539,780,848,1925,152,0,0,23,6240,628,103000
8,2,2,5,6,23,3,3,1,4,4,3,4,2,2,0,1616,608,1595,1616,1995,1180,237,0,152,5389,415,236500
7,2,2,6,6,24,3,3,8,4,5,3,4,2,1,0,1146,438,868,1146,2003,786,160,0,22,9590,82,187500
7,2,2,8,6,6,3,3,4,4,4,3,4,2,1,0,2031,541,1153,1153,1998,252,192,878,84,11404,901,222500
5,1,1,6,6,20,2,3,1,3,3,3,3,2,2,0,1144,264,864,1144,1961,594,165,0,0,10000,270,131400
5,1,1,6,6,20,3,3,1,3,3,3,3,2,3,0,948,300,948,948,1968,0,147,0,0,8978,948,108000
7,2,1,6,8,18,3,3,6,3,4,3,3,6,3,0,1768,320,880,880,1914,390,0,888,341,10800,490,163000
3,2,2,6,6,0,3,3,1,3,0,0,3,6,3,0,1040,400,0,1040,1950,0,0,0,0,8544,0,93500
8,3,2,8,6,9,3,3,4,4,4,3,4,2,1,0,1801,800,893,901,2005,0,0,900,116,10463,893,239900
5,0,3,5,6,8,3,3,1,3,4,4,3,0,0,0,1200,0,1200,1200,1987,1200,120,0,0,10800,0,179000
7,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1728,572,864,864,2004,0,187,864,56,9313,864,190000
5,2,2,7,8,18,3,3,4,3,2,2,3,6,3,0,1432,360,264,768,1910,0,270,664,0,9600,264,132000
6,1,1,5,6,20,2,3,1,3,3,3,4,6,3,0,912,288,912,912,1961,832,168,0,0,6768,80,142000
7,2,2,6,6,21,3,3,1,3,4,3,3,2,3,0,1349,539,1349,1349,2000,0,120,0,55,8450,1349,179000
5,2,2,6,6,20,3,3,8,3,4,3,3,2,2,0,1464,480,520,1464,1963,444,302,0,0,12886,76,175000
8,2,2,5,6,23,3,3,1,4,4,3,4,2,2,0,1337,462,1337,1337,1993,733,96,0,0,5395,604,180000
8,2,3,11,6,17,3,3,4,5,3,4,4,4,1,0,2715,831,1142,1175,1976,575,0,1540,204,8963,487,299800
7,2,2,8,6,9,3,3,4,4,4,3,4,4,1,0,2256,554,952,980,2000,300,224,1276,54,8795,652,236000
7,4,1,8,8,18,3,3,4,4,3,2,4,6,3,0,2640,864,1240,1320,1880,0,181,1320,0,11700,1240,265979
7,2,2,7,6,14,3,3,1,4,4,3,4,2,1,0,1720,527,1720,1720,1996,919,240,0,56,10593,801,260400
4,1,2,9,6,8,3,3,2,3,0,0,3,6,3,0,1529,240,0,1088,1945,0,92,441,0,8405,0,98000
4,0,1,7,8,18,3,3,2,3,3,2,3,0,0,0,1140,0,576,792,1910,0,0,348,160,8800,576,96500
7,2,2,6,6,9,5,3,4,4,4,3,4,2,1,0,1320,400,660,660,2003,0,0,660,48,7750,660,162000
6,2,2,6,6,6,3,3,1,3,4,3,4,2,2,0,1494,576,1479,1494,1997,1200,168,0,27,9236,279,217000
8,3,2,8,6,16,3,3,4,4,4,3,5,2,2,0,2098,878,1030,1038,2005,0,192,1060,52,10240,1030,275500
6,2,1,5,6,0,3,3,1,3,3,3,4,6,2,0,1026,440,1026,1026,1969,439,171,0,48,7930,115,156000
6,2,2,6,3,22,3,3,4,3,4,3,3,6,3,0,1471,440,729,742,1999,381,0,729,24,3230,348,172500
8,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1768,578,866,866,2007,20,144,902,105,10769,846,212000
6,2,2,6,6,20,3,3,4,3,3,3,3,2,1,0,1386,440,672,672,1978,438,335,714,0,11616,234,158900
7,2,2,6,3,22,3,3,4,3,4,3,3,6,3,0,1501,440,744,757,1999,549,0,744,0,2280,195,179400
8,3,2,9,6,14,3,3,4,4,4,3,4,2,2,0,2531,752,1318,1328,1995,56,222,1203,98,12257,1198,290000
6,1,1,5,6,0,3,3,1,3,3,3,3,6,3,0,864,300,864,864,1959,612,0,0,0,9100,252,127500
5,2,1,5,8,4,2,3,1,3,3,3,2,6,3,0,1301,440,1145,1301,1924,405,0,0,0,6911,740,100000
7,2,2,7,3,22,3,3,4,3,4,3,4,2,3,0,1547,614,756,764,2009,24,169,783,45,8640,732,215200
8,3,2,8,6,14,3,3,4,4,4,3,4,2,2,0,2365,856,1252,1268,1999,1163,0,1097,128,9430,89,337000
8,2,1,6,6,25,3,3,1,4,4,4,5,2,1,0,1494,481,1494,1494,1995,437,0,0,30,9549,0,270000
9,2,2,6,6,22,3,3,1,4,4,3,5,2,1,0,1506,592,1498,1506,2008,0,0,0,174,14587,1498,264132
7,2,2,7,6,17,3,3,4,3,4,3,3,2,3,0,1714,496,980,980,1988,394,228,734,66,10421,586,196500
6,1,2,7,6,12,3,3,2,3,4,3,3,2,3,0,1750,423,983,983,1940,660,245,767,0,12508,323,160000
7,2,2,8,6,6,3,3,1,4,4,3,4,2,1,0,1836,484,1860,1836,2004,24,120,0,33,9100,1836,216837
8,3,3,12,6,23,3,3,4,5,4,3,5,4,1,0,3279,841,1650,1690,2003,1416,503,1589,36,53504,234,538000
5,2,1,5,6,20,3,3,7,3,4,3,3,6,3,0,858,576,858,858,1982,685,120,0,0,7252,173,134900
4,2,1,6,6,8,3,3,1,3,2,2,3,6,3,0,1220,396,836,1220,1951,836,0,0,0,8877,0,102000
6,2,1,6,6,8,3,3,8,3,3,3,3,6,3,0,1117,672,1029,1117,1976,422,144,0,0,7819,480,107000
5,1,1,5,6,0,2,3,1,3,3,3,3,2,2,0,912,275,912,912,1958,456,0,0,0,10150,456,114500
8,3,2,9,6,16,3,3,1,4,4,3,4,2,1,0,1973,895,1935,1973,2006,0,315,0,45,14226,1935,395000
6,2,2,5,8,12,3,3,1,3,5,3,3,2,1,0,1204,412,1204,1204,1998,866,0,0,247,4500,338,162000
7,3,2,7,6,6,3,3,1,4,4,3,4,2,2,0,1614,865,1614,1614,2005,20,144,0,59,11210,1594,221500
5,2,1,5,6,20,3,3,1,3,3,3,3,2,3,0,894,440,864,894,1974,762,241,0,0,13350,102,142500
5,2,2,10,5,21,2,3,1,3,0,0,3,6,3,0,2020,630,0,2020,1977,0,0,0,0,8400,0,144000
6,2,1,4,6,12,3,3,7,3,4,3,3,2,3,0,1004,504,975,1004,1977,975,0,0,0,10530,0,135000
7,2,2,6,6,9,3,3,1,3,4,4,3,2,1,0,1253,402,1237,1253,1995,0,220,0,21,7875,1237,176000
6,2,2,7,6,21,3,3,4,4,4,3,4,2,2,0,1603,484,761,810,1992,387,0,793,124,7153,374,175900
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1430,605,1413,1430,2001,0,0,0,33,16285,1413,187100
5,2,1,4,6,12,3,3,7,3,4,3,4,2,1,0,1110,602,1097,1110,1978,1097,303,0,30,9101,0,165500
6,0,2,9,8,18,3,3,6,3,3,3,3,0,0,0,1484,0,742,742,1914,0,0,742,291,6300,742,128000
6,2,2,7,6,17,2,3,1,3,3,3,3,2,3,0,1342,457,1372,1342,1967,251,0,0,0,9790,491,161500
5,1,2,7,8,18,1,3,2,3,2,3,3,6,3,0,1652,416,686,966,1915,686,0,686,0,10800,0,139000
7,2,2,8,6,21,3,3,4,4,4,3,4,4,2,0,2084,618,956,956,2004,656,0,1128,45,10142,300,233000
4,1,1,4,8,18,3,3,1,3,3,3,3,6,3,0,901,281,901,901,1954,0,0,0,0,6000,901,107900
6,2,2,9,6,5,3,3,4,3,3,2,4,2,1,0,2087,444,832,976,1966,568,133,1111,168,12205,264,187500
7,2,2,5,6,1,3,3,1,4,4,3,4,2,1,0,1145,397,1145,1145,2005,16,100,0,16,3182,1129,160200
6,2,1,5,6,12,3,3,8,3,4,3,3,2,2,0,1062,539,1029,1062,1976,539,120,0,0,11333,490,146800
7,2,2,8,6,14,3,3,4,4,4,3,3,2,3,0,2013,455,1117,1127,1996,862,180,886,130,9920,255,269790
8,2,2,7,6,22,3,3,1,4,4,3,4,2,1,0,1496,474,1496,1496,2007,0,168,0,130,9158,1496,225000
7,2,2,7,6,9,3,3,4,4,4,3,4,2,1,0,1895,409,712,1086,1994,0,143,809,46,10832,712,194500
6,2,2,7,6,21,3,3,4,3,4,3,3,2,3,0,1564,476,650,888,1980,0,0,676,50,8400,650,171000
6,2,1,7,6,20,3,3,1,3,3,3,3,2,2,0,1285,528,660,1285,1977,0,138,0,0,8197,660,143500
5,1,1,4,6,0,3,3,1,3,3,3,3,2,3,0,773,240,773,773,1953,570,0,0,0,7677,203,110000
9,3,3,11,6,16,3,3,4,5,5,3,5,4,1,0,3140,820,1926,1966,2008,0,144,1174,78,13518,1926,485000
5,1,1,7,6,19,2,3,2,3,4,3,4,6,3,0,1768,240,731,981,1937,569,0,787,0,7200,162,175000
6,2,2,8,6,5,2,3,4,3,4,3,4,2,2,0,1688,603,616,616,1997,462,403,1072,114,12798,154,200000
4,2,1,5,8,10,3,3,1,3,3,3,3,6,3,0,1196,440,1196,1196,1916,197,0,0,0,4800,999,109900
7,2,2,7,6,6,3,3,4,4,4,3,4,2,1,0,1456,410,728,728,2005,648,36,728,18,8199,80,189000
9,3,3,12,6,16,3,3,4,5,5,3,5,4,2,0,2822,1020,1734,1734,2008,0,52,1088,170,13891,1734,582933
5,1,1,5,6,0,3,3,1,3,3,3,3,2,3,0,1128,286,936,1128,1954,812,0,0,0,9000,124,118000
7,2,2,6,6,22,3,3,1,4,4,3,5,2,2,0,1428,554,1417,1428,2008,0,0,0,60,12274,1417,227680
5,1,2,6,6,0,3,3,8,3,3,3,3,2,1,0,980,384,980,980,1967,400,68,0,0,9750,100,135500
5,2,1,6,6,4,3,3,4,3,3,3,4,2,2,0,1576,528,1324,1072,1923,1309,0,504,312,21384,15,223500
5,2,1,6,6,0,3,3,8,3,3,3,3,2,2,0,1086,484,1024,1086,1966,516,0,0,0,13400,380,159950
5,2,2,11,8,18,3,3,6,3,3,3,3,6,3,0,2138,360,849,1075,1898,0,40,1063,156,8100,849,106000
6,2,1,5,6,17,3,3,1,3,3,3,4,2,2,1,1309,484,1040,1309,1974,663,265,0,0,10140,0,181000
6,2,1,4,8,6,3,3,1,4,4,3,4,2,1,0,848,420,848,848,2004,662,140,0,0,4438,186,144500
5,2,1,4,0,10,3,3,1,2,3,3,2,3,3,0,1044,504,540,1044,1952,0,0,0,0,8712,540,55993
6,1,1,7,6,0,3,3,1,3,3,3,3,2,2,0,1442,301,1442,1442,1958,608,0,0,0,9750,834,157900
5,1,1,7,6,8,3,3,2,3,3,3,2,6,3,0,1250,280,686,686,1918,0,207,564,0,8248,686,116000
7,2,2,6,6,6,3,3,1,3,4,3,4,2,2,0,1661,598,1649,1661,1998,0,0,0,34,12137,1649,224900
5,1,1,4,6,0,3,3,1,3,3,3,3,2,2,0,1008,275,1008,1008,1954,486,0,0,0,11425,522,137000
8,3,2,7,6,12,3,3,1,4,4,3,4,2,2,0,1689,857,1568,1689,2002,1218,150,0,59,13265,350,271000
6,2,1,6,6,5,3,3,8,3,3,3,3,2,3,0,1052,440,1010,1052,1971,504,0,0,0,8816,506,155000
7,2,2,6,6,16,3,3,1,4,4,3,4,2,2,0,1358,484,1358,1358,2009,733,192,0,35,6371,625,224000
7,2,2,6,6,6,3,3,4,4,4,3,4,2,2,0,1640,595,798,798,2003,0,0,842,45,7226,798,183000
4,2,1,4,8,18,3,3,1,2,2,3,3,6,3,0,936,576,936,936,1953,0,0,0,32,6000,936,93000
7,2,2,7,6,9,3,3,4,4,4,3,4,4,1,0,1733,433,847,847,2003,0,100,886,48,12394,847,225000
6,1,2,7,6,19,3,3,2,3,3,3,3,6,3,0,1489,240,778,944,1940,0,335,545,0,9900,778,139500
8,2,2,7,3,22,3,3,1,4,4,4,4,2,2,0,1489,776,1489,1489,2006,0,0,0,140,11216,1489,232600
10,3,2,7,6,16,6,6,1,5,5,3,5,2,1,0,2084,1220,2078,2084,2007,1636,188,0,45,14803,442,385000
5,0,1,5,8,4,3,3,3,3,3,3,4,0,0,0,784,0,784,784,1924,784,0,0,0,6130,0,109500
7,2,2,6,6,21,3,3,1,4,4,3,4,2,2,0,1434,527,1454,1434,2001,20,290,0,39,8529,1434,189000
5,2,2,7,6,5,3,3,4,3,3,4,3,2,1,0,2126,538,1013,1160,1967,249,486,966,0,28698,0,185000
7,2,2,4,3,22,3,3,4,4,4,3,4,6,2,0,1223,480,600,520,2005,0,0,623,166,2544,600,147400
6,2,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1392,458,1392,1392,1957,1040,0,0,0,11900,352,166000
7,2,2,4,3,22,3,3,4,3,4,3,4,6,2,0,1200,480,600,520,2005,0,0,600,166,3180,600,151000
7,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1829,613,941,941,2003,483,192,888,39,9548,458,237000
6,2,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1516,472,1516,1516,1964,196,0,0,0,10004,975,167000
5,2,1,6,6,0,3,3,1,3,3,3,3,2,3,0,1144,456,1144,1144,1961,572,0,0,0,7875,572,139950
4,2,2,4,6,20,3,3,1,3,4,3,4,2,3,0,1067,436,1067,1067,1950,442,290,0,0,9600,625,128000
5,2,1,5,8,18,3,3,1,3,3,3,3,6,3,0,1559,812,1559,1559,1948,338,0,0,116,8100,1221,153500
6,1,1,5,8,3,3,3,4,3,3,3,3,6,3,0,987,264,483,483,1973,330,0,504,0,1680,153,100000
5,1,1,6,6,6,3,3,1,3,4,3,4,2,3,0,1099,352,1099,1099,1995,0,278,0,0,9525,1099,144000
5,1,1,6,6,8,3,3,2,3,3,3,3,6,3,0,1200,240,768,768,1946,352,0,432,0,11767,416,130500
6,1,2,7,5,19,3,3,4,3,3,3,2,6,3,0,1482,400,672,810,1925,156,0,672,0,12155,516,140000
5,2,2,8,8,18,3,3,4,3,3,3,4,6,3,0,1539,686,650,958,1904,0,70,581,78,10440,650,157500
6,2,1,6,6,0,3,3,8,3,3,3,3,2,2,0,1165,490,1127,1165,1966,312,0,0,129,9020,276,174900
5,0,2,10,6,0,1,3,1,3,3,3,3,0,0,0,1800,0,1800,1800,1961,0,0,0,0,8000,1800,141000
5,3,1,7,8,18,1,3,2,3,3,3,3,6,3,0,1416,720,876,876,1915,0,418,540,0,12665,876,153900
5,2,2,6,6,20,9,3,7,3,4,3,3,3,1,0,1701,611,1390,1701,1975,1390,0,0,0,16647,0,171000
7,2,2,7,6,21,3,3,4,4,4,3,4,2,3,0,1775,425,740,1006,1993,513,234,769,72,9317,227,213000
5,1,1,5,6,6,3,3,1,3,3,3,3,2,3,0,864,338,864,864,1972,460,0,0,0,15523,404,133500
6,2,3,10,6,5,3,3,2,3,3,3,3,6,3,0,2358,360,907,1307,1908,0,486,1051,40,45600,907,240000
6,2,2,7,6,25,2,3,8,4,3,3,3,2,2,0,1855,512,528,1094,1976,0,113,761,100,9600,528,187000
6,2,1,3,8,6,3,3,1,4,4,3,4,2,1,0,848,420,848,848,2003,659,140,0,0,4435,189,131500
8,2,2,7,6,1,3,3,1,4,4,3,4,2,1,0,1456,400,1273,1456,2003,0,143,0,20,3196,1273,215000
7,1,2,7,6,7,3,3,6,3,3,3,3,6,3,0,1646,240,918,918,1941,364,0,728,0,7128,554,164000
6,2,1,7,6,0,3,3,8,3,3,3,3,2,2,0,1445,645,1127,1445,1964,564,180,0,0,12095,563,158000
5,2,1,6,6,20,3,3,1,3,3,3,3,2,3,0,1779,454,1763,1779,1955,306,0,0,418,17920,372,170000
5,1,1,6,6,20,3,3,1,3,3,3,3,6,3,0,1040,260,1040,1040,1962,659,0,0,104,6897,381,127000
6,2,1,5,6,6,3,3,8,3,4,4,3,6,3,0,1026,576,940,1026,1978,505,0,0,0,10970,0,147000
6,2,2,6,6,9,3,3,4,3,4,3,3,2,1,0,1481,343,702,702,1994,0,0,779,36,8125,702,174000
7,2,2,6,6,17,3,3,1,3,4,3,3,2,2,0,1370,479,1090,1370,1976,0,0,0,0,10400,1090,152000
6,2,2,9,6,17,7,3,4,3,3,3,4,2,3,0,2654,619,1054,1512,1968,619,0,1142,65,11029,435,250000
7,1,1,7,6,7,3,3,2,4,3,3,4,6,3,0,1426,216,912,912,1918,0,0,514,240,7642,912,189950
5,2,1,6,6,20,3,3,1,3,3,3,3,2,3,0,1039,504,1039,1039,1965,841,0,0,0,11625,198,131500
6,2,2,6,6,21,3,3,1,3,4,3,3,2,3,0,1097,480,1040,1097,1984,338,0,0,0,9672,702,152000
5,1,1,6,6,0,3,3,1,3,3,3,3,2,3,0,1148,672,1148,1148,1959,1148,0,0,0,7931,0,132500
7,2,2,6,3,22,3,3,1,4,5,3,4,2,1,0,1372,529,1372,1372,2007,0,0,0,140,8640,1372,250580
5,2,1,5,6,0,3,3,1,3,3,3,3,6,3,0,1002,902,1002,1002,1970,828,0,0,0,8750,174,148500
8,3,2,6,6,24,3,3,1,4,4,3,4,2,2,0,1646,870,1638,1646,2006,0,192,0,80,10656,1638,248900
4,2,1,5,6,20,2,3,1,3,3,3,2,2,2,0,1120,544,1040,1120,1961,932,168,0,0,6970,108,129000
5,2,2,7,6,9,2,3,4,3,0,0,3,2,3,0,2320,672,0,1547,1948,0,120,720,144,14762,0,169000
7,2,2,8,6,21,3,3,4,4,4,3,4,2,1,0,1949,574,1050,1062,1993,750,156,887,90,9938,300,236000
5,1,1,5,6,0,6,3,1,3,3,3,3,6,3,0,894,308,894,894,1962,0,0,0,0,6600,894,109500
6,2,2,7,6,6,3,3,4,3,4,3,4,2,2,0,1682,523,804,804,1998,505,0,878,77,8750,299,200500
5,2,1,5,6,0,3,3,1,4,3,3,4,2,3,0,910,414,105,910,1953,0,196,0,0,8892,105,116000
5,1,1,6,6,0,3,3,1,4,3,3,3,2,3,0,1268,288,832,1036,1949,375,0,0,28,12144,457,133000
5,1,1,5,8,18,1,3,2,3,3,3,3,6,3,0,1131,200,676,676,1941,0,26,455,0,5720,676,66500
8,2,2,11,3,22,3,3,4,4,4,3,5,4,1,0,2610,550,1184,1184,2007,64,208,1426,364,9000,1120,303477
4,2,1,5,6,12,3,3,1,3,3,3,3,2,3,0,1040,648,1064,1040,1963,633,0,0,0,25286,431,132250
9,3,2,10,6,16,3,3,4,4,5,3,5,2,1,0,2224,738,1462,1462,2004,1170,184,762,0,8834,292,350000
5,2,1,6,6,20,3,3,7,3,3,3,4,6,3,0,1155,576,1109,1155,1961,899,192,0,0,11782,210,148000
5,1,1,6,6,6,3,3,1,4,3,3,3,2,3,0,864,336,864,864,1978,646,0,0,0,7000,218,136500
5,2,1,5,6,8,3,3,1,3,5,4,3,2,1,0,1090,450,1090,1090,2005,980,0,0,49,7024,110,157000
7,2,2,7,6,24,3,3,2,4,4,3,4,2,2,0,1717,400,1156,1187,1990,902,168,530,36,13758,254,187500
6,2,2,7,6,9,3,3,4,3,4,3,3,4,2,0,1593,389,808,808,1992,0,342,785,40,9636,808,178000
4,1,1,10,6,19,3,3,5,4,3,2,3,6,3,0,2230,440,795,954,1912,0,0,795,188,6204,795,118500
5,1,1,5,6,0,3,3,1,3,3,3,3,2,2,0,892,288,892,892,1967,432,0,0,0,7150,460,100000
9,2,2,5,3,22,3,3,1,4,5,3,4,2,1,0,1709,506,1698,1709,1999,1238,97,0,65,5119,460,328900
5,2,2,8,6,0,3,3,1,3,3,3,3,2,1,0,1712,588,1626,1712,1959,528,272,0,54,8393,1098,145000
5,1,1,8,6,8,3,3,2,3,3,3,3,2,3,0,1393,300,816,872,1955,0,121,521,0,16466,816,135500
8,2,2,8,6,0,3,3,1,4,3,4,4,2,3,0,2217,621,2217,2217,1970,351,81,0,207,15865,1043,268000
6,2,1,6,6,0,2,3,1,3,3,3,3,2,2,0,1505,505,1505,1505,1953,1024,0,0,0,12160,481,149500
5,2,1,6,6,0,1,3,2,3,3,3,3,6,3,0,924,576,672,672,1949,0,0,252,0,8064,672,122900
6,2,2,7,6,20,3,3,4,3,3,3,3,2,2,0,1683,440,918,918,1978,226,243,765,0,11184,192,172500
6,1,1,6,6,20,3,3,1,3,3,3,3,2,2,0,1068,264,1059,1068,1963,663,192,0,0,8414,396,154500
5,1,1,6,6,20,6,3,1,3,4,3,3,2,3,0,1383,354,1383,1383,1954,1064,511,0,116,13284,319,165000
